Ticker,Pct Change,MarketCap,Weight,Weighted Change,GICS Sector
RTX,0.815855186,1.41287E+11,0.00290933,0.002373592,Industrials
RVTY,1.233351739,13976724480,0.000287803,0.000354963,Health Care
SBAC,-0.370780747,20208953344,0.000416135,-0.000154295,Real Estate
SBUX,0.715113275,89336053760,0.001839575,0.001315504,Consumer Discretionary
SCHW,-0.096764858,1.32122E+11,0.002720603,-0.000263259,Financials
SHW,0.577386262,77291872256,0.001591565,0.000918948,Materials
SJM,-0.570656589,11654939648,0.000239994,-0.000136954,Consumer Staples
SLB,-0.17270729,66092687360,0.001360956,-0.000235047,Energy
SMCI,4.307394533,51756920832,0.001065759,0.004590645,Information Technology
SNA,0.225697747,14280914944,0.000294067,6.63703E-05,Industrials
SNPS,0.187623511,89999081472,0.001853227,0.000347709,Information Technology
SO,0.751589795,85014183936,0.00175058,0.001315718,Utilities
SOLV,0.867679718,10440320000,0.000214983,0.000186537,Health Care
SPG,2.225909816,55423651840,0.001141263,0.002540349,Real Estate
SPGI,0.449250816,1.37125E+11,0.002823633,0.001268519,Financials
SRE,-0.026369987,47995039744,0.000988296,-2.60614E-05,Utilities
STE,1.040518776,22645204992,0.000466302,0.000485196,Health Care
STLD,-0.172202571,20952113152,0.000431438,-7.42947E-05,Materials
STT,0.775299893,22711916544,0.000467675,0.000362589,Financials
STX,0.781086416,19778863104,0.000407279,0.00031812,Information Technology
STZ,1.382995862,45471363072,0.000936329,0.00129494,Consumer Staples
SWK,0.151159597,13253598208,0.000272913,4.12534E-05,Industrials
SWKS,1.041557491,14786796544,0.000304484,0.000317138,Information Technology
SYF,1.096596393,17398902784,0.000358272,0.000392879,Financials
SYK,1.641831306,1.27824E+11,0.002632103,0.00432147,Health Care
SYY,0.109776587,36327788544,0.000748048,8.21182E-05,Consumer Staples
T,0.171726891,1.25478E+11,0.002583795,0.000443707,Communication Services
TAP,-0.409533164,11353021440,0.000233777,-9.57395E-05,Consumer Staples
TDG,1.472142023,75561328640,0.001555931,0.002290551,Industrials
TDY,0.3765722,19087081472,0.000393034,0.000148006,Information Technology
TECH,0.4725746,12731291648,0.000262158,0.000123889,Health Care
TEL,0.579996745,46200614912,0.000951346,0.000551777,Information Technology
TER,2.680923,22481688576,0.000462935,0.001241092,Information Technology
TFC,0.418409624,51383042048,0.00105806,0.000442703,Financials
TFX,-0.091985663,9719621632,0.000200143,-1.84103E-05,Health Care
TGT,0.567822204,67188625408,0.001383523,0.000785595,Consumer Staples
TJX,1.976832723,1.15674E+11,0.002381906,0.004708631,Consumer Discretionary
TMO,-0.167519863,2.22941E+11,0.004590722,-0.000769037,Health Care
TMUS,0.624355199,1.94527E+11,0.004005629,0.002500935,Communication Services
TPR,2.272723919,9719397376,0.000200138,0.000454859,Consumer Discretionary
TRGP,0.377690216,25337817088,0.000521747,0.000197059,Energy
TRMB,-0.12308721,13871013888,0.000285627,-3.5157E-05,Information Technology
TROW,1.103407104,26394058752,0.000543497,0.000599698,Financials
TRV,0.513567805,48851075072,0.001005923,0.00051661,Financials
TSCO,-0.444824445,30402420736,0.000626035,-0.000278476,Consumer Discretionary
TSLA,3.165649721,5.71632E+11,0.011770836,0.037262344,Consumer Discretionary
TSN,-1.011274227,21258252288,0.000437742,-0.000442677,Consumer Staples
TT,1.501862249,76488867840,0.00157503,0.002365478,Industrials
TTWO,1.490188568,26496120832,0.000545598,0.000813044,Communication Services
TXN,0.957980361,1.8135E+11,0.003734287,0.003577374,Information Technology
TXT,1.002845873,16901652480,0.000348033,0.000349023,Industrials
TYL,0.18731963,20890130432,0.000430162,8.05777E-05,Information Technology
UAL,-0.057957458,17008978944,0.000350243,-2.02992E-05,Industrials
UBER,1.037741632,1.34273E+11,0.00276489,0.002869242,Industrials
UDR,0.386492414,14686283776,0.000302414,0.000116881,Real Estate
UHS,-0.305244776,11804302336,0.00024307,-7.41958E-05,Health Care
ULTA,1.49943742,18428024832,0.000379463,0.000568981,Consumer Discretionary
UNH,-1.67559998,4.67712E+11,0.009630952,-0.016137623,Health Care
UNP,-0.283616365,1.41579E+11,0.002915338,-0.000826838,Industrials
UPS,-0.316320936,1.18632E+11,0.002442822,-0.000772716,Industrials
URI,1.0168376,45242556416,0.000931618,0.000947304,Industrials
USB,1.27435861,63245443072,0.001302327,0.001659631,Financials
V,0.094803354,5.61634E+11,0.011564956,0.001096397,Financials
VICI,-1.048955036,29521993728,0.000607906,-0.000637666,Real Estate
VLO,-0.086121673,53509918720,0.001101856,-9.48937E-05,Energy
VLTO,2.333268393,25225295872,0.00051943,0.001211969,Industrials
VMC,0.793129588,34286331904,0.000706011,0.000559958,Materials
VRSK,0.934805148,35894177792,0.000739119,0.000690933,Industrials
VRSN,-0.482559204,17048531968,0.000351057,-0.000169406,Information Technology
VRTX,1.364246801,1.17917E+11,0.002428109,0.00331254,Health Care
VST,6.210341612,35475664896,0.000730502,0.004536665,Utilities
VTR,0.656921768,19226765312,0.00039591,0.000260082,Real Estate
VTRS,-1.139600082,12394979328,0.000255233,-0.000290863,Health Care
VZ,0.786206875,1.67276E+11,0.003444477,0.002708071,Communication Services
WAB,0.129809551,29932531712,0.000616359,8.00093E-05,Industrials
WAT,-0.097988979,19958706176,0.000410982,-4.02717E-05,Health Care
WBA,0.501572905,13829289984,0.000284768,0.000142832,Consumer Staples
WBD,0.389613124,18928644096,0.000389772,0.00015186,Communication Services
WDC,0.876475006,24427333632,0.000502999,0.000440866,Information Technology
WEC,0.037187034,25486915584,0.000524817,1.95164E-05,Utilities
WELL,0.910367818,60311793664,0.001241918,0.001130602,Real Estate
WFC,0.888067655,2.09911E+11,0.004322416,0.003838598,Financials
WM,-0.324601612,83750141952,0.001724552,-0.000559792,Industrials
WMB,0.049864018,48908435456,0.001007104,5.02183E-05,Energy
WMT,0.832820706,5.26949E+11,0.010850737,0.009036719,Consumer Staples
WRB,0.558024667,20271439872,0.000417422,0.000232932,Financials
WRK,2.093550737,13980317696,0.000287877,0.000602686,Materials
WST,0.934297258,24279304192,0.00049995,0.000467102,Health Care
WTW,0.277226514,25886154752,0.000533038,0.000147772,Financials
WY,0.298904519,22016315392,0.000453352,0.000135509,Real Estate
WYNN,0.5632973,10604157952,0.000218357,0.000123,Consumer Discretionary
XEL,-0.61054213,29848926208,0.000614638,-0.000375262,Utilities
XOM,-0.079291662,5.08794E+11,0.010476899,-0.000830731,Energy
XYL,0.368771761,34972979200,0.000720151,0.000265571,Industrials
YUM,0.467118762,38766641152,0.000798268,0.000372886,Consumer Discretionary
ZBH,0.48338817,23948797952,0.000493145,0.00023838,Health Care
ZBRA,0.90724016,16814143488,0.000346231,0.000314114,Information Technology
ZTS,-0.485656291,77602095104,0.001597953,-0.000776056,Health Care
